gene_idx,gene_name,degree
684,GCG,0.2915100612503474
685,GCGR,0.0404129932917343
686,GCK,1.3106962624
687,GDF5,0.18624134406808082
688,GDF6,0.1850978270837832
689,GDF7,0.17424841657161783
690,GDNF,4.691260906739999
691,GFAP,1.7004293739999998
692,GH1,2.696885985201999
693,GH2,3.3753240357439998
694,GHR,3.956209938780812
695,GHRL,0.12859676549250038
696,GHSR,0.4603396588185339
697,GIP,0.19899846254233308
698,GIPR,0.03970340078084092
699,GK2,1.860816777
700,GLI1,4.06892268976
701,GLI2,4.8730905062600005
702,GLI3,3.470273928507999
703,GLP1R,0.07792063218371155
704,GNA11,1.0246019860942213
705,GNA12,0.3757894913081373
706,GNA13,0.8765316239999403
707,GNA14,0.9165486232543206
708,GNA15,0.7009963020367408
709,GNAI1,17.865944184145995
710,GNAI2,16.801663588954003
711,GNAI3,13.524025818292001
712,GNAL,0.05261862863032508
713,GNAO1,4.764437583979999
714,GNAQ,3.190210220360567
715,GNAS,4.027976716562998
716,GNB1,4.895685317509412
717,GNB2,5.117086327692503
718,GNB3,4.231346063292752
719,GNB4,5.110167926137146
720,GNB5,4.802446569205145
721,GNG10,4.5162004770313455
722,GNG11,5.104122680748137
723,GNG12,4.708926537056021
724,GNG13,4.113879745258468
725,GNG2,4.117553260785779
726,GNG3,5.143229468219178
727,GNG4,4.002191622922032
728,GNG5,4.9581330056741235
729,GNG7,4.964278887084775
730,GNG8,4.345303071961043
731,GNGT1,5.213667042245045
732,GNGT2,5.051398042843001
733,GNRH1,2.7206180770794e-06
734,GNRH2,0.0230830775123666
735,GNRHR,0.07932989230775478
736,GPER1,0.0814434447859999
737,GPR161,0.019916199841944413
738,GPRC6A,0.6655565379999999
739,GRAP2,0.026596478068356598
740,GRB10,1.075211258
741,GRB2,12.475652167980003
742,GREM1,0.09820124031798562
743,GREM2,0.08734379416943426
744,GRIA1,0.18787183654
745,GRIA2,0.07709515756
746,GRIA4,0.063972773108
747,GRIN1,0.13027834422
748,GRIN2A,0.184952780674
749,GRIN2B,0.129792309984
750,GRIN2C,0.11850253609
751,GRIN2D,0.055422743570999994
752,GRIN3A,0.1207049743219998
753,GRIN3B,0.119648734819
754,GRK1,0.10604520946051699
755,GRK2,0.2615692014342288
756,GRK3,0.22310154097580037
757,GRK4,0.09070752973131808
758,GRK5,0.07920817136068065
759,GRK6,0.16483112574985084
760,GRK7,0.10735761030513088
761,GRM1,0.7114433568307112
762,GRM2,0.8728571461486488
763,GRM3,0.753655528496219
764,GRM4,0.8397356629996908
765,GRM5,0.6476890668684714
766,GRM6,0.6062002483811763
767,GRM7,0.6067391953170499
768,GRM8,0.8082700192550362
769,GSDMD,0.04589645052237966
770,GSK3A,0.4544514759999999
771,GSK3B,1.3907015054668275
772,GTF2I,0.0078586672132185
773,GTF2IRD1,0.025581886637113707
774,GTSE1,0.2291966559999999
775,GYS1,1.0191081301699618
776,GYS2,1.3362706132851099
777,HAMP,0.0453494243149232
778,HBEGF,0.8869847867999998
779,HCAR1,0.442795002212395
780,HCAR2,0.4392492957808101
781,HCAR3,0.33131670520617407
782,HCK,2.8116438484599997
783,HDAC1,12.161853759999998
784,HDAC2,11.72988782
785,HDAC3,6.0160479659999995
786,HDAC4,3.085915338
787,HDAC5,0.8306773621999999
788,HES1,0.30839542774
789,HES5,0.4358683299999999
790,HEY1,0.4201878762
791,HEY2,0.2672609708
792,HEYL,0.33280852439999986
793,HGF,7.430196444599999
794,HHAT,1.3467088193635225e-06
795,HHATL,1.3467088193635225e-06
796,HHIP,0.3768278849393395
797,HIF1A,14.634246523426
798,HJV,0.14494747522093163
799,HK1,0.4916556424747349
800,HK2,0.7914983304668072
801,HK3,0.5652919326631342
802,HKDC1,0.4459529382288212
803,HMGCR,1.1208053203399997
804,HMGCS1,1.584624224
805,HMGCS2,1.4930896483999998
806,HMOX1,0.5110918687999999
807,HNF4A,0.2318477135574123
808,HOMER1,1.251538267198724
809,HOMER2,0.757277561503472
810,HOMER3,1.1016972991186806
811,HRAS,16.26911074565999
812,HRC,0.09276902856659908
813,HRH1,0.0087727299732069
814,HRH2,0.023333833138085014
815,HSP90AA1,0.8545321350053061
816,HSP90AB1,0.7730486376430644
817,HSP90B1,0.520839218554227
818,HSPA1A,0.5556150235999999
819,HSPA1B,0.345776296
820,HSPA1L,0.4800368873
821,HSPA2,0.4590610139
822,HSPA6,0.4809140615799999
823,HSPA8,1.2730743807999998
824,HSPB1,0.5411107822000001
825,HTR1A,0.4704168938437295
826,HTR1B,0.31868048030958895
827,HTR1D,0.40842120552298644
828,HTR1E,0.3965059156670902
829,HTR1F,0.2695254249330205
830,HTR2A,0.0028985635614095307
831,HTR2B,0.022939086873726415
832,HTR4,0.19622901280967073
833,HTR5A,0.0645381751376595
834,HTR6,0.09019367507461834
835,HTR7,0.12256915013093321
836,IBSP,0.3468117324881867
837,ICAM1,0.91823584128
838,ICOS,1.0100946368
839,ID1,0.3238925873956488
840,ID2,0.007424737415150664
841,ID3,0.0331093560554458
842,ID4,0.05299519614154706
843,IFI16,0.0297850421371132
844,IFIH1,0.00018112352797274204
845,IFNA1,3.513548096397999
846,IFNA10,4.873472401796798
847,IFNA13,4.589720486528
848,IFNA14,5.448482831120001
849,IFNA16,5.501876098735999
850,IFNA17,5.259794856679999
851,IFNA2,4.5862384858392
852,IFNA21,3.917961108193999
853,IFNA4,4.969782877603999
854,IFNA5,4.289086790939999
855,IFNA6,5.0561918628267986
856,IFNA7,5.209851667410001
857,IFNA8,4.721894761659999
858,IFNAR1,4.014401271402236
859,IFNAR2,3.928317767948343
860,IFNB1,4.297206837101999
861,IFNE,4.07561266623
862,IFNG,7.228145972619999
863,IFNGR1,6.444894307280001
864,IFNGR2,5.4862787335859995
865,IFNK,3.4727428909919995
866,IFNL1,2.5936026689240004
867,IFNL2,2.493908793541999
868,IFNL3,3.315704824544
869,IFNLR1,3.852092252754
870,IFNW1,4.343332143253998
871,IGF1,8.082328456199999
872,IGF1R,21.0958277682
873,IGF2,7.3260059559999995
874,IGFBP3,0.33895521279999996
875,IHH,0.07169050486320644
876,IKBKB,8.71543267108
877,IKBKE,0.43950030296147147
878,IL10,6.748774377398999
879,IL10RA,4.138251318347999
880,IL10RB,3.8688584610439993
881,IL11,3.651784252455999
882,IL11RA,4.027416233361999
883,IL12A,4.572200311641999
884,IL12B,4.4851984604574
885,IL12RB1,3.702147075320001
886,IL12RB2,3.705878879507199
887,IL13,5.521993241491998
888,IL15,2.5216993396329994
889,IL15RA,3.7710893457809993
890,IL17A,0.03509854470132117
891,IL17B,3.66495569324e-08
892,IL17C,0.021413510529575498
893,IL17D,5.2049631698629995
894,IL17F,0.0037800818450139002
895,IL17RA,0.757335929902956
896,IL17RB,0.11656703601595207
897,IL17RC,0.5082782298078803
898,IL17RE,0.186915495903487
899,IL18,0.9701968794
900,IL19,2.4599369311072397
901,IL1A,0.9319149521999999
902,IL1B,1.9158318853399998
903,IL1R1,0.35702282766226284
904,IL1RAP,0.22651063975972702
905,IL2,6.619368638277998
906,IL20,3.5822616637599998
907,IL20RA,3.7016321805440002
908,IL20RB,3.9643610774332383
909,IL21,2.8997770006620005
910,IL21R,4.203326410309997
911,IL22,3.4365259316599994
912,IL22RA1,3.883729564119999
913,IL22RA2,4.3395388932428
914,IL23A,3.8246174635231993
915,IL23R,3.5532362339919987
916,IL24,2.3783063266204993
917,IL25,0.00235726115173893
918,IL27RA,4.1236596232539995
919,IL2RA,4.417611471222607
920,IL2RB,5.222973509560567
921,IL3,3.7557420786459987
922,IL4,6.211604637158
923,IL4R,3.9187220767413824
924,IL5,7.1863893728
925,IL5RA,3.6310517303937995
926,IL6,7.336995611297998
927,IL6R,4.551368042738131
928,IL6ST,5.110983892211996
929,IL7,3.121194765751999
930,IL7R,4.368998322727144
931,IL9,4.0676853682
932,ILK,1.8331849673999998
933,INHBA,0.028776172448878527
934,INHBB,0.3081167918583052
935,INHBC,0.1436961444226348
936,INHBE,0.0375255006878228
937,INPP5D,0.0073856652042968
938,INPPL1,0.0017669079868855
939,INS,8.814884116599998
940,INSL3,0.0210590614897694
941,INSL5,0.0012543877202872
942,INSR,23.182611022199996
943,INVS,0.0497810987631081
944,IQCE,0.018871341940644153
945,IRAK2,0.4154332827200607
946,IRAK3,0.3975324747914142
947,IRAK4,0.35203916646689043
948,IRF1,2.1668951812
949,IRF3,2.6156657090159268
950,IRF5,2.58103930562
951,IRF7,2.762557198908641
952,IRF9,2.2307637336
953,IRS1,17.19076639744
954,IRS2,7.2180444106
955,ISG15,0.0128556653660387
956,ITCH,0.5594200079999999
957,ITGA1,0.6760726395367354
958,ITGA10,0.5151879604201646
959,ITGA11,0.5658258770057862
960,ITGA2,0.6700516371863573
961,ITGA2B,0.5034154491292113
962,ITGA3,0.6172949230347996
963,ITGA4,0.6403704549878786
964,ITGA5,0.5972647289443936
965,ITGA6,0.7799080726829248
966,ITGA7,0.7069728061362354
967,ITGA8,0.870393491105746
968,ITGA9,0.6094127251170367
969,ITGAL,0.05985485302085386
970,ITGAM,0.0045967223293851426
971,ITGAV,5.215999878671998
972,ITGB1,0.9026972947874753
973,ITGB2,0.032398965536229084
974,ITGB3,9.216278469664799
975,ITGB4,0.81352373600126
976,ITGB5,0.5246870603077444
977,ITGB6,0.6547499363439748
978,ITGB7,0.69472051903328
979,ITGB8,0.6899750307225686
980,ITK,4.4858518808212
981,ITPR1,0.16878635735999997
982,ITPR2,0.12255450098
983,ITPR3,0.13903583998
984,JAG1,0.5293948338440653
985,JAG2,0.0022489928616556513
986,JAK1,13.560240354212603
987,JAK2,15.200679992313999
988,JAK3,14.643039677839202
989,JMJD7-PLA2G4B,1.0868646543799998
990,JUN,22.963530498898002
991,JUND,13.085605934299997
992,KAT2A,4.149798061799999
993,KAT2B,4.659897499199999
994,KCNJ12,5.36791906e-09
995,KCNJ14,0.0003057850798131
996,KCNJ18,0.000167190931628
997,KCNJ2,0.0070785157496123
998,KCNJ3,0.4448946058599999
999,KCNJ4,0.0260153152088034
1000,KCNJ5,0.6226750726199999
1001,KCNJ6,0.46063529010000004
1002,KCNJ8,0.032036022
1003,KCNJ9,0.6334829047399997
1004,KCNMA1,0.03095119324071474
1005,KCNMB1,0.029075063109140015
1006,KCNMB2,0.017606050475438298
1007,KCNMB3,0.005593196280332654
1008,KCNMB4,0.03967445078380155
1009,KCNU1,0.0060706825274551915
1010,KDR,20.847264108999987
1011,KIDINS220,0.42134902679999986
1012,KIF3A,0.2738522263945507
1013,KIF7,0.58207317578
1014,KIT,37.298344144
1015,KITLG,6.3571787492
1016,KLF2,2.076727832098908
1017,KLF4,0.2403879414935926
1018,KNG1,0.03936092335429396
1019,KRAS,16.77920857154
1020,KRIT1,0.0776297876279231
1021,KRT10,1.8579838355999998
1022,KRT12,1.9729506175999996
1023,KRT13,1.9392646852
1024,KRT14,1.7309426371999999
1025,KRT15,1.7801613698
1026,KRT16,1.7297788920000001
1027,KRT17,1.9282194734
1028,KRT18,2.214565834
1029,KRT19,1.8266364899999998
1030,KRT20,2.1467222916
1031,KRT23,1.7582128966
1032,KRT24,2.036611317
1033,KRT25,1.9210428039999998
1034,KRT26,1.8536353911999999
1035,KRT27,1.720549383
1036,KRT28,1.8979120161999998
1037,KRT31,1.7689343424
1038,KRT32,1.6109700827999998
1039,KRT33A,1.7678945278
1040,KRT33B,1.9592605172
1041,KRT34,1.982277088
1042,KRT35,1.5609220457999997
1043,KRT36,2.1607105939999998
1044,KRT37,1.974410498
1045,KRT38,1.7794620385999997
1046,KRT39,1.675050749
1047,KRT40,2.004261376
1048,KRT9,1.7171934108
1049,KSR1,0.1717626505497243
1050,KSR2,0.0100505089179247
1051,LAMA1,0.39047960224289513
1052,LAMA2,0.3174983853331089
1053,LAMA3,0.39998899196321697
1054,LAMA4,0.3732851393736269
1055,LAMA5,0.3437233503042857
1056,LAMB1,0.32371550862630394
1057,LAMB2,0.3087340891886746
1058,LAMB3,0.39509996941039244
1059,LAMB4,0.46371857825595975
1060,LAMC1,0.5015721425571137
1061,LAMC2,0.24420292025372206
1062,LAMC3,0.31665934578863875
1063,LAMTOR1,0.5347119676331387
1064,LAMTOR2,0.3778073374383577
1065,LAMTOR3,1.172835007924564
1066,LAMTOR4,0.307012031750063
1067,LAMTOR5,0.5414822905312153
1068,LAT,0.7333758526698612
1069,LATS1,0.04729716435499307
1070,LATS2,0.07081803630270175
1071,LCK,3.093660296
1072,LCN2,2.1756830496
1073,LCP2,0.9389232249085651
1074,LDHA,0.5866006346599999
1075,LDHAL6A,0.7270160073999999
1076,LDHAL6B,0.5641841369999998
1077,LDHB,0.4895614991999998
1078,LDHC,0.6695078985399998
1079,LEF1,2.5720004709964517
1080,LEFTY1,0.08208305472888026
1081,LEFTY2,0.0008942855336874719
1082,LEP,3.6247250070679993
1083,LEPR,3.557146260439177
1084,LFNG,0.0008852260248892498
1085,LGR4,0.017123680305522512
1086,LGR5,0.012509899114812388
1087,LGR6,6.909996135889334e-06
1088,LHB,0.0825025356
1089,LHCGR,2.6436369015999994
1090,LIF,3.0624193316659998
1091,LIFR,4.928014296971398
1092,LILRA1,0.0203765317470534
1093,LILRA2,1.7719708097999998e-06
1094,LILRA3,0.0065079339263246
1095,LILRA4,0.0006787580119436
1096,LILRA5,0.0011592879165545
1097,LILRA6,1.714136344703452e-05
1098,LILRB1,0.0067803193951332
1099,LILRB2,0.0091031885047845
1100,LILRB3,0.0110964222390656
1101,LILRB4,0.0043309922927286
1102,LILRB5,0.0004975378684966
1103,LIMD1,0.02885086475630188
1104,LIPE,1.3459343619253115
1105,LLGL1,0.1643417598344983
1106,LLGL2,0.09499553342575257
1107,LPAR1,1.0027739598189338
1108,LPAR2,1.2800490908908841
1109,LPAR3,1.064574452308322
1110,LPAR5,1.3799133410907167
1111,LPAR6,1.0308170990886927
1112,LPIN1,0.631894138
1113,LPIN2,0.6127655940000001
1114,LPIN3,0.431281332
1115,LPL,2.788169088
1116,LRP2,0.0256288812386292
1117,LRP5,0.2162340637830067
1118,LRP6,0.2669939795975031
1119,LSP1,1.8635522144399996
1120,LTA,0.13549327317422355
1121,LTB,0.0054615118035784395
1122,LTB4R2,0.060881385578855154
1123,LTBP1,0.017564946333582708
1124,LTBR,0.7057697643598914
1125,LY96,0.1566003547
1126,LYN,12.347387542999996
1127,MAGI1,0.02474461112607449
1128,MAGI2,0.006523500381706911
1129,MAGI3,0.021642873015951934
1130,MALT1,4.494515790180001
1131,MAML1,0.9897983267684007
1132,MAML2,0.9801536669690859
1133,MAML3,0.8520514787191371
1134,MAP2K1,2.3714548837
1135,MAP2K2,2.8910482094999996
1136,MAP2K3,1.86971253788
1137,MAP2K4,4.120017305209399
1138,MAP2K5,0.1761696736380337
1139,MAP2K6,1.9699595450419993
1140,MAP2K7,5.626531345000001
1141,MAP3K1,7.458331690259999
1142,MAP3K11,0.12468263491246437
1143,MAP3K12,0.0828996922
1144,MAP3K13,0.082405009
1145,MAP3K14,1.7472276504199993
1146,MAP3K2,0.3832825495918809
1147,MAP3K20,0.5337726380000001
1148,MAP3K3,0.8418684421272032
1149,MAP3K4,0.7492603125999997
1150,MAP3K5,4.47611948206
1151,MAP3K6,0.02314963112
1152,MAP3K7,6.528083606179999
1153,MAP3K8,2.0456959562
1154,MAP4K1,0.034411500596298376
1155,MAP4K2,0.186006252
1156,MAP4K3,0.1985231677999999
1157,MAP4K4,0.0648162856
1158,MAPK1,35.416045823679994
1159,MAPK10,19.151796925132007
1160,MAPK11,20.353125503399998
1161,MAPK12,18.01632774771999
1162,MAPK13,22.1284392276
1163,MAPK14,37.1905747818
1164,MAPK15,0.90048651602
1165,MAPK3,36.80317836111998
1166,MAPK4,0.8694103027599999
1167,MAPK6,0.9566851001479997
1168,MAPK7,5.07640811092
1169,MAPK8,18.056213044413997
1170,MAPK8IP1,0.5024417756970532
1171,MAPK8IP2,0.5248204519097719
1172,MAPK8IP3,0.8102774297279561
1173,MAPK9,17.24006739981401
1174,MAPKAP1,0.1118733272
1175,MAPKAPK2,1.9106320105999999
1176,MAPKAPK3,1.3966469869999998
1177,MAPKAPK5,1.3706526614
1178,MAPT,1.080478766
1179,MATK,0.5675059313199999
1180,MAVS,0.45836056626970156
1181,MAX,1.1112114672
1182,MC2R,0.09702793638561247
1183,MCL1,4.1284191104
1184,MDM2,1.2134030611669686
1185,MDM4,0.15892257140234328
1186,ME1,1.572441049
1187,ME3,1.6105895247999997
1188,MECOM,0.34722201778
1189,MED1,4.5565575886
1190,MED12L,5.6338609351999995
1191,MED13,5.174533376
1192,MED13L,5.23759679
1193,MED16,5.0675226076
1194,MED17,4.8529044162
1195,MED24,4.8347579338
1196,MED27,4.7984252728
1197,MED30,5.0769426984
1198,MED4,4.4909598727999995
1199,MEF2A,2.1393289554
1200,MEF2B,2.3696012123999997
1201,MEF2C,4.6185313948
1202,MEF2D,1.9391518045999998
1203,MEFV,0.210660156322794
1204,MEGF8,0.0408572106557849
1205,MET,17.1441649066
1206,MFN1,0.0027608738630042
1207,MFN2,7.849378954200001e-05
1208,MFNG,0.016012861231689504
1209,MGRN1,1.19154100553236e-06
1210,MIOS,0.04520911537945305
1211,MKNK1,0.4777088958536148
1212,MKNK2,0.5907958603441271
1213,MLKL,0.0281348016900637
1214,MLST8,1.7972086308
1215,MLYCD,1.24956667146
1216,MMP1,4.625863033199999
1217,MMP13,1.8579585264000003
1218,MMP14,0.734840413
1219,MMP2,2.3882032341999997
1220,MMP3,2.1153508442
1221,MMP7,0.013568789136950601
1222,MMP9,3.7627434607999994
1223,MOB1A,9.227205417118338e-05
1224,MOB1B,1.1031186564060001e-07
1225,MOSMO,6.0669206304741e-05
1226,MPL,4.0050929183460005
1227,MRAS,2.2216123632145814
1228,MS4A2,0.8796355997999997
1229,MST1,5.235028980799999
1230,MST1R,8.879142476199998
1231,MTOR,26.304727851400003
1232,MUC5B,2.2223501303999997
1233,MYB,0.555258362
1234,MYC,3.6355146164999996
1235,MYD88,0.35135790857284793
1236,MYH6,0.8279211729
1237,MYH7,1.10224066312
1238,MYL2,0.012007865142650963
1239,MYL3,0.0936316370232729
1240,MYL4,0.016082831624154945
1241,MYL6,0.06339309040920844
1242,MYL6B,0.06080339863792776
1243,MYL9,0.032714123202533585
1244,MYLK,0.12786301782463055
1245,MYLK2,0.20517029890638716
1246,MYLK3,0.09769824114105638
1247,MYLK4,0.1876144696872683
1248,NAIP,0.0005652739183596
1249,NANOG,0.0008484172911654259
1250,NBL1,0.10143655943528254
1251,NCF1,0.3211431272
1252,NCK1,0.3225595232599998
1253,NCK2,0.4374107127279997
1254,NCOA1,17.263211894399998
1255,NCOA2,18.429210085
1256,NCOA3,18.148936670399998
1257,NCOR1,3.9233592946000004
1258,NCOR2,1.96427238
1259,NCSTN,0.0629593082133384
1260,NEK7,0.02914260782
1261,NEO1,0.16747604408093153
1262,NF1,0.3417153232729067
1263,NF2,0.06028631023187597
1264,NFATC1,10.368555266939998
1265,NFATC2,8.806490299879998
1266,NFATC3,10.722500178214002
1267,NFATC4,5.27560891278
1268,NFKB1,66.2863715708
1269,NFKB2,1.9253151594940001
1270,NFKBIA,1.8549137996799998
1271,NFKBIB,1.9303895613999997
1272,NFKBIE,1.8835485344599994
1273,NGF,7.963616514799999
1274,NGFR,19.984785365039993
1275,NKD1,0.07003684866452552
1276,NKD2,0.10045535522267088
1277,NLK,0.37782748133307353
1278,NLRC4,0.0753233298333268
1279,NLRP1,1.3299970547999997
1280,NLRP12,0.7791092631200001
1281,NLRP3,1.13961065484
1282,NLRP6,3.194289674124e-05
1283,NLRP7,0.043659342299548
1284,NLRX1,5.1976545404e-07
1285,NOD1,0.0086659938654312
1286,NOD2,0.25780264438086853
1287,NODAL,0.0844445113575834
1288,NOG,0.1654506799116422
1289,NOS1,1.0882622168466751
1290,NOS2,2.4886141106
1291,NOS3,4.314319852699999
1292,NOTCH1,0.6716877223843654
1293,NOTCH2,0.6613428035082938
1294,NOTCH3,0.678128911386144
1295,NOTCH4,0.605996880189458
1296,NOTUM,0.10884222691191091
1297,NOX4,0.5508398358259998
1298,NPPA,0.7963459342045676
1299,NPPB,0.7483715801741143
1300,NPPC,0.0235153480168054
1301,NPR1,0.06494939030877525
1302,NPR2,0.0507729292842416
1303,NPRL2,0.2251276300681136
1304,NPRL3,0.13222063954190696
1305,NPY,1.2385010051211418
1306,NPY1R,0.3194927560056757
1307,NR1H3,1.8070509134
1308,NR4A1,2.3985979748000004
1309,NRAS,16.35789109532
1310,NRF1,0.0010695070151629
1311,NRG1,0.2400325995999999
1312,NRG2,0.32309549577999996
1313,NRG3,0.293883317
1314,NRG4,0.18710703084
1315,NSMAF,0.1258351218942601
1316,NTF3,8.1300219324
1317,NTF4,6.994597403799999
1318,NTRK1,18.626732140319998
1319,NTRK2,17.021810955
1320,NTRK3,12.477489201999997
1321,NTSR1,0.024317914755750035
1322,NUMB,0.042904638478482
1323,NUMBL,0.00034283874581322605
1324,OLR1,1.664384404
1325,OPRD1,0.3709788558903809
1326,OPRM1,0.5295224659154913
1327,ORAI1,0.1771228293801237
1328,ORAI2,0.003658307201637606
1329,ORAI3,0.0166361892148182
1330,OSM,3.411748197413999
1331,OSMR,4.9265956254121805
1332,OXT,0.1888816072170164
1333,OXTR,0.8457584711361482
1334,P2RY1,0.0311672339923541
1335,PAK1,0.7023607670237184
1336,PAK2,0.6282732687302128
1337,PAK4,0.2658542573148691
1338,PAK5,0.21797562703385917
1339,PAK6,0.3705301030240586
1340,PARD3,0.38652351021481995
1341,PARD6A,0.4858392672877815
1342,PARD6B,0.39683327473227487
1343,PARD6G,0.44838972827414586
1344,PCK1,6.888058450199999
1345,PCK2,6.469049858440001
1346,PDCD1,0.0481176618513631
1347,PDE10A,0.12714742752895294
1348,PDE1A,0.04698399829779593
1349,PDE1B,0.04116341803794917
1350,PDE1C,0.0658636112559832
1351,PDE3A,0.2463795936045105
1352,PDE3B,0.9077028122311542
1353,PDE4A,0.31385070043836755
1354,PDE4B,0.3135735198647157
1355,PDE4C,0.17960060312132076
1356,PDE4D,0.3391116356684385
1357,PDGFA,13.779653609999995
